C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,RW,Eeli Tolvanen (11670187),Eeli Tolvanen,11670187,W/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,LW,Connor Brickley (11670195),Connor Brickley,11670195,W/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,RW,Chris Thorburn (11670229),Chris Thorburn,11670229,W/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,0
,,,,,,,,,,D,Chris Butler (11670843),Chris Butler,11670843,D/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,2.75
,,,,,,,,,,D,Jakub Jerabek (11670857),Jakub Jerabek,11670857,D/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,1
,,,,,,,,,,D,Alexandre Carrier (11670931),Alexandre Carrier,11670931,D/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,D,Frederic Allard (11670933),Frederic Allard,11670933,D/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,D,Jake Walman (11670941),Jake Walman,11670941,D/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,0
,,,,,,,,,,D,Mitch Reinke (11670963),Mitch Reinke,11670963,D/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,0
,,,,,,,,,,C,Luke Kunin (11669479),Luke Kunin,11669479,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,C,Filip Chlapik (11669505),Filip Chlapik,11669505,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,C,Kyle Rau (11669537),Kyle Rau,11669537,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,C,Jim O'Brien (11669585),Jim O'Brien,11669585,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,C,Logan Brown (11669603),Logan Brown,11669603,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,C,Ben Sexton (11669619),Ben Sexton,11669619,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,C,Justin Kloos (11669621),Justin Kloos,11669621,C/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,LW,Max McCormick (11670125),Max McCormick,11670125,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.05
,,,,,,,,,,LW,Magnus Paajarvi (11670137),Magnus Paajarvi,11670137,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.24
,,,,,,,,,,RW,J.T. Brown (11670139),J.T. Brown,11670139,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0.97
,,,,,,,,,,RW,Tom Pyatt (11670147),Tom Pyatt,11670147,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.21
,,,,,,,,,,LW,Alex Formenton (11670215),Alex Formenton,11670215,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.61
,,,,,,,,,,LW,Rudolfs Balcers (11670221),Rudolfs Balcers,11670221,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,LW,Nick Paul (11670223),Nick Paul,11670223,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,1.58
,,,,,,,,,,RW,Dmitry Sokolov (11670249),Dmitry Sokolov,11670249,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,RW,Paul Carey (11670253),Paul Carey,11670253,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0.3
,,,,,,,,,,RW,Matt Read (11670261),Matt Read,11670261,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0.9
,,,,,,,,,,LW,Mike Liambas (11670273),Mike Liambas,11670273,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,RW,Jack Rodewald (11670359),Jack Rodewald,11670359,W/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,D,Ryan Murphy (11670829),Ryan Murphy,11670829,D/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,D,Christian Wolanin (11670867),Christian Wolanin,11670867,D/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,1
,,,,,,,,,,D,Matt Bartkowski (11670879),Matt Bartkowski,11670879,D/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,D,Patrick Sieloff (11670955),Patrick Sieloff,11670955,D/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,D,Andreas Englund (11670965),Andreas Englund,11670965,D/UTIL,2500,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,C,Cody Glass (11669497),Cody Glass,11669497,C/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,C,Laurent Dauphin (11669507),Laurent Dauphin,11669507,C/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,C,Brandon Pirri (11669515),Brandon Pirri,11669515,C/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,C,Reid Duke (11669571),Reid Duke,11669571,C/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,LW,William Carrier (11670099),William Carrier,11670099,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.64
,,,,,,,,,,RW,Ryan Reaves (11670113),Ryan Reaves,11670113,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.46
,,,,,,,,,,RW,Tomas Hyka (11670119),Tomas Hyka,11670119,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.41
,,,,,,,,,,LW,Curtis McKenzie (11670213),Curtis McKenzie,11670213,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,RW,Daniel Carr (11670259),Daniel Carr,11670259,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,RW,Tyler Wong (11670313),Tyler Wong,11670313,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,LW,David Ullstrom (11670325),David Ullstrom,11670325,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,RW,Hudson Fasching (11670347),Hudson Fasching,11670347,W/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,D,Niklas Hjalmarsson (11670811),Niklas Hjalmarsson,11670811,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.45
,,,,,,,,,,D,Trevor Murphy (11670847),Trevor Murphy,11670847,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,D,Zach Whitecloud (11670851),Zach Whitecloud,11670851,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,D,Kyle Capobianco (11670907),Kyle Capobianco,11670907,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,D,Erik Brannstrom (11670913),Erik Brannstrom,11670913,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,D,Griffin Reinhart (11670915),Griffin Reinhart,11670915,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,D,Jake Bischoff (11670917),Jake Bischoff,11670917,D/UTIL,2500,VGK@ARI 11/21/2018 09:00PM ET,VGK,0
,,,,,,,,,,C,Kalle Kossila (11669457),Kalle Kossila,11669457,C/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.9
,,,,,,,,,,C,Reid Boucher (11669495),Reid Boucher,11669495,C/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,VAN,0
,,,,,,,,,,C,Tanner Kero (11669523),Tanner Kero,11669523,C/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,VAN,0
,,,,,,,,,,C,Sam Steel (11669533),Sam Steel,11669533,C/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.35
,,,,,,,,,,C,Sam Carrick (11669567),Sam Carrick,11669567,C/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.5
,,,,,,,,,,C,Isac Lundestrom (11669613),Isac Lundestrom,11669613,C/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.87
,,,,,,,,,,RW,Ben Street (11670103),Ben Street,11670103,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.44
,,,,,,,,,,LW,Brian Gibbons (11670157),Brian Gibbons,11670157,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.59
,,,,,,,,,,RW,Troy Terry (11670193),Troy Terry,11670193,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.7
,,,,,,,,,,RW,Kiefer Sherwood (11670239),Kiefer Sherwood,11670239,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.29
,,,,,,,,,,LW,Max Jones (11670277),Max Jones,11670277,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,RW,Anton Rodin (11670279),Anton Rodin,11670279,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,LW,Joseph Blandisi (11670297),Joseph Blandisi,11670297,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.17
,,,,,,,,,,LW,Giovanni Fiore (11670309),Giovanni Fiore,11670309,W/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,D,Andrej Sustr (11670833),Andrej Sustr,11670833,D/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.62
,,,,,,,,,,D,Ashton Sautner (11670865),Ashton Sautner,11670865,D/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,VAN,0
,,,,,,,,,,D,Luke Schenn (11670873),Luke Schenn,11670873,D/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0.94
,,,,,,,,,,D,Guillaume Brisebois (11670937),Guillaume Brisebois,11670937,D/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,VAN,0
,,,,,,,,,,D,Olli Juolevi (11670939),Olli Juolevi,11670939,D/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,VAN,0
,,,,,,,,,,D,Jaycob Megna (11670949),Jaycob Megna,11670949,D/UTIL,2500,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,C,Mark Jankowski (11669453),Mark Jankowski,11669453,C/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.36
,,,,,,,,,,C,Alan Quine (11669535),Alan Quine,11669535,C/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,C,Tyler Graovac (11669601),Tyler Graovac,11669601,C/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,C,Seth Griffith (11669607),Seth Griffith,11669607,C/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,C,Curtis Lazar (11669611),Curtis Lazar,11669611,C/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,RW,Garnet Hathaway (11670133),Garnet Hathaway,11670133,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0.94
,,,,,,,,,,LW,Dillon Dube (11670159),Dillon Dube,11670159,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0.84
,,,,,,,,,,RW,Spencer Foo (11670173),Spencer Foo,11670173,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,LW,Morgan Klimchuk (11670227),Morgan Klimchuk,11670227,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,LW,Andrew Mangiapane (11670283),Andrew Mangiapane,11670283,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,LW,Nicolas Kerdiles (11670285),Nicolas Kerdiles,11670285,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,LW,Tye McGinn (11670301),Tye McGinn,11670301,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,RW,J.C. Lipon (11670303),J.C. Lipon,11670303,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,LW,C.J. Suess (11670305),C.J. Suess,11670305,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,RW,Dennis Everberg (11670307),Dennis Everberg,11670307,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,LW,Yasin Ehliz (11670337),Yasin Ehliz,11670337,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,RW,Anthony Peluso (11670345),Anthony Peluso,11670345,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0.17
,,,,,,,,,,LW,Ryan Lomberg (11670353),Ryan Lomberg,11670353,W/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,D,Rasmus Andersson (11670817),Rasmus Andersson,11670817,D/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.47
,,,,,,,,,,D,Tucker Poolman (11670859),Tucker Poolman,11670859,D/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,D,Nelson Nogier (11670909),Nelson Nogier,11670909,D/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,WPG,0
,,,,,,,,,,D,Oliver Kylington (11670943),Oliver Kylington,11670943,D/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,D,Rinat Valiev (11670951),Rinat Valiev,11670951,D/UTIL,2500,WPG@CGY 11/21/2018 10:00PM ET,CGY,0
,,,,,,,,,,C,Vladislav Kamenev (11669467),Vladislav Kamenev,11669467,C/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,1
,,,,,,,,,,C,Nate Thompson (11669473),Nate Thompson,11669473,C/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0.9
,,,,,,,,,,C,Dominic Toninato (11669563),Dominic Toninato,11669563,C/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,C,Michael Eyssimont (11669575),Michael Eyssimont,11669575,C/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0
,,,,,,,,,,C,Josh Dickinson (11669593),Josh Dickinson,11669593,C/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,LW,Sheldon Dries (11670101),Sheldon Dries,11670101,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,1.92
,,,,,,,,,,LW,Kyle Clifford (11670151),Kyle Clifford,11670151,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,1.03
,,,,,,,,,,RW,Austin Wagner (11670155),Austin Wagner,11670155,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0.5
,,,,,,,,,,RW,Sheldon Rempal (11670167),Sheldon Rempal,11670167,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0.5
,,,,,,,,,,LW,A.J. Greer (11670235),A.J. Greer,11670235,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0.5
,,,,,,,,,,LW,Ty Lewis (11670329),Ty Lewis,11670329,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,RW,Martin Kaut (11670331),Martin Kaut,11670331,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,LW,Andrew Agozzino (11670333),Andrew Agozzino,11670333,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,RW,Zack Mitchell (11670355),Zack Mitchell,11670355,W/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0
,,,,,,,,,,D,David Warsofsky (11670849),David Warsofsky,11670849,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,D,Mark Alt (11670861),Mark Alt,11670861,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,D,Anton Lindholm (11670869),Anton Lindholm,11670869,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,D,Sean Walker (11670895),Sean Walker,11670895,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,1.62
,,,,,,,,,,D,Kale Clague (11670923),Kale Clague,11670923,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0
,,,,,,,,,,D,Josh Anderson (11670935),Josh Anderson,11670935,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,COL,0
,,,,,,,,,,D,Kurtis MacDermid (11670947),Kurtis MacDermid,11670947,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0
,,,,,,,,,,D,Daniel Brickley (11670959),Daniel Brickley,11670959,D/UTIL,2500,COL@LA 11/21/2018 10:30PM ET,LA,0
